ds,input_dim,# lay,# neu,acc,enc_at_l,enc_eq,solver,ddup,ohe-ddup,h_type,h_solver,# gates,# gates_f,# cl,# var,# avg_cl_s,# avg_var_s,# expl,run_t,t_Model,t_Encoding,t_Explain,t/Exp,m_enc,m_expl,dedup_strat,exp_strat,proc_rounds
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,N/A,lbx,mgh,24,4,29,14,76.50,75.00,2,0.1437830924987793,0.008885860443115234,0.1284043788909912,0.006151914596557617,0.0030759572982788086,92.38 KB,93.4 KB,parent,mus,0
iris,8,2,12,0.8333333134651184,tot,bit,gc3,sat,N/A,lbx,mgh,24,4,29,14,76.50,75.00,2,0.14407992362976074,0.009367942810058594,0.1280660629272461,0.006258964538574219,0.0031294822692871094,82.22 KB,112.08 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,0,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6820149421691895,0.4385838508605957,0.21737384796142578,0.02558612823486328,0.002558612823486328,126.17 KB,175.56 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,0,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6247379779815674,0.3644251823425293,0.23923993110656738,0.02069687843322754,0.002069687843322754,125.72 KB,177.15 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,0,lbx,mgh,42,14,135,94,164.16,118.75,10,0.7138581275939941,0.3587019443511963,0.33208322525024414,0.022539854049682617,0.0022539854049682616,175.77 KB,256.77 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,0,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6152760982513428,0.36775898933410645,0.2253720760345459,0.021744966506958008,0.0021744966506958008,166.76 KB,233.95 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,0,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6146941184997559,0.35803699493408203,0.23475408554077148,0.021506071090698242,0.002150607109069824,160.26 KB,212.66 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,N/A,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6100409030914307,0.3550848960876465,0.23219609260559082,0.022363901138305664,0.0022363901138305665,141.89 KB,202.32 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,N/A,lbx,mgh,42,14,135,94,164.16,118.75,10,0.5969419479370117,0.3517189025878906,0.22318100929260254,0.021652936935424805,0.0021652936935424804,115.1 KB,167.34 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,N/A,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6089229583740234,0.3585500717163086,0.22836899757385254,0.021575927734375,0.0021575927734375,125.88 KB,175.86 KB,parent,mus,0
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,N/A,lbx,mgh,42,14,135,94,164.16,118.75,10,0.6144981384277344,0.3588380813598633,0.2335190773010254,0.021761655807495117,0.0021761655807495117,126.01 KB,177.74 KB,parent,mus,0
